Name,Date,City,Vote,Vote2
rte,05-13,istanbul,46.68,48.22
rte,05-12,i̇stanbul,46.68,48.22
rte,05-11,ankara,46.00,48.77
rte,05-10,mardin,32.29
rte,05-10,batman,30.95
rte,05-09,adana,43.93,45.96
rte,05-09,aydın,38.08,40.16
rte,05-08,tekirdağ,39.03,40.67
rte,05-08,edirne,32.11
rte,05-08,kırklareli,30.47
rte,05-07,istanbul,46.68,48.22
rte,05-06,mersin,37.57,39.73
rte,05-06,kayseri,63.33,67.89
rte,05-05,erzurum,68.59
rte,05-05,van,35.61,38.50
rte,05-04,samsun,62.02,65.34
rte,05-04,ordu,62.15,65.21
rte,05-04,giresun,61.05,64.69
rte,05-03,rize,72.79
rte,05-02,antalya,39.85,42.65
rte,04-30,ankara,46.00,48.77
rte,04-29,i̇zmir,31.48,32.87
rte,04-24,manisa,47.15,50.20
rte,04-19,denizli,43.88,47.01
rte,04-18,afyonkarahisar,63.86,67.84
kk,05-12,ankara,47.32,51.23
kk,05-12,samsun,31.47,34.66
kk,05-11,bursa,40.61
kk,05-11,sivas,24.25
kk,05-10,kütahya,26.38
kk,05-10,aydın,56.04,59.84
kk,05-09,sakarya,27.87
kk,05-09,düzce,24.91
kk,05-09,bolu,31.02
kk,05-08,adana,50.88,54.04
kk,05-07,antalya,53.12,57.35
kk,05-07,kırıkkale,33.09
kk,05-07,kırşehir,38.80
kk,05-06,erzincan,35.69
kk,05-06,i̇stanbul,48.56,51.78
kk,05-05,muğla,62.90
kk,05-05,mersin,57.18,60.27
kk,05-04,denizli,48.36,52.99
kk,05-04,niğde,34.92
kk,05-03,ordu,32.45,34.79
kk,05-03,sinop,35.46
kk,05-02,van,62.26,61.50
kk,05-02,ağrı,65.80
kk,05-01,manisa,46.08,49.80
kk,05-01,bartın,36.49
kk,05-01,zonguldak,41.59
kk,04-30,i̇zmir,63.31,67.13
kk,04-29,isparta,38.23
kk,04-29,kayseri,27.48,32.11
kk,04-28,kocaeli,38.73
kk,04-28,giresun,32.92,35.31
kk,04-27,tekirdağ,55.44,59.33
kk,04-27,balıkesir,48.67
kk,04-26,nevşehir,30.64
kk,04-26,afyonkarahisar,28.87,32.16
kk,04-25,burdur,40.89
kk,04-25,eskişehir,50.39
kk,04-24,uşak,45.13
kk,04-24,kars,54.57
kk,04-24,ardahan,56.15
kk,04-21,adıyaman,31.24
kk,04-11,çanakkale,54.58
kk,04-04,trabzon,28.33,31.11
kk,03-28,konya,0
kk,03-21,gaziantep,0
kk,03-14,hatay,0
so,05-13,ankara,6.39
so,05-11,adana,4.82
so,05-10,hatay,3.57
so,05-10,osmaniye,6.41
so,05-08,gaziantep,5.18
so,05-06,kars,5.56
so,05-06,iğdır,11.94
so,05-05,kayseri,8.83
so,05-05,nevşehir,6.09
so,05-04,ankara,6.39
so,05-02,i̇zmir,4.76
so,05-01,denizli,7.09
so,05-01,manisa,6.12
so,04-28,ankara,6.39
mi,05-08,denizli
mi,05-08,antalya
mi,05-07,yalova
mi,05-02,kocaeli
mi,05-01,tekirdağ
mi,04-30,i̇stanbul
mi,04-29,balıkesir
mi,04-29,bursa
mi,04-24,karabük
mi,04-24,bartin
mi,04-24,zonguldak
mi,04-19,i̇zmir
mi,04-09,bolu
